"","Word","Freq"
"151149","model_reveal",21
"150729","model_develop",21
"132102","last_year",21
"132034","laser_scan",21
"131046","landus_plan",21
"130436","landscap_characterist",21
"120906","influenc_detect",21
"119779","individu_anim",21
"119688","indirect_effect",21
"116467","improv_conserv",21
"114960","impact_human",21
"114790","impact_assess",21
"112976","iberian_peninsula",21
"111382","human_develop",21
"109120","high_threaten",21
"108861","high_fragment",21
"105912","habitat_destruct",21
"105876","habitat_covari",21
"104870","growth_rate",21
"101601","giant_panda",21
"90617","feli_silvestri",21
"88703","factor_determin",21
"83236","european_hare",21
"83217","european_badger",21
"81839","establish_protect",21
"75018","ecosystem_process",21
"74287","ecolog_role",21
"74130","ecolog_impact",21
"70032","disturb_forest",21
"67060","differ_spatial",21
"66817","differ_level",21
"66524","differ_area",21
"61633","densiti_abund",21
"60617","degrad_forest",21
"56562","d_gliroid",21
"55309","cross_structur",21
"53763","cover_area",21
"48356","conserv_program",21
"48326","conserv_planner",21
"46652","conduct_survey",21
"34010","carri_capac",21
"33004","capturerecaptur_data",21
"25500","best_model",21
"22630","bait_trap",21
"22425","baird_tapir",21
"16390","area_occupi",21
"15042","aquat_habitat",21
"11110","amur_leopard",21
"7989","air_pollut",21
"6535","affect_habitat",21
"3684","across_region",21
"3453","across_area",21
"2894","accur_estim",21
